datetime_utc,total_sum_co2,total_hourly_emission_co2_kg
2024-10-21 22:00:00,66092525.624583,6609.2525624582995
2024-10-21 23:00:00,68921079.175166,6892.1079175166
2024-10-22 00:00:00,65681934.128998995,6568.193412899899
2024-10-22 01:00:00,61260061.49758301,6126.006149758301
2024-10-22 02:00:00,55215777.581333,5521.5777581332995
2024-10-22 03:00:00,50750668.52375,5075.066852375
2024-10-22 04:00:00,47437602.644249,4743.7602644249
2024-10-22 05:00:00,44736059.978333,4473.6059978333
2024-10-22 06:00:00,43094405.575084,4309.4405575084
2024-10-22 07:00:00,43088729.653416,4308.8729653416
2024-10-22 08:00:00,43437742.611333,4343.7742611333
2024-10-22 09:00:00,44801250.128584,4480.1250128584
2024-10-22 10:00:00,49272775.307727,4927.2775307727
2024-10-22 11:00:00,54470198.746083,5447.0198746083
2024-10-22 12:00:00,55476299.498416,5547.6299498416
2024-10-22 13:00:00,53146730.450083,5314.6730450083005
2024-10-22 14:00:00,52349558.727167,5234.9558727167005
2024-10-22 15:00:00,53154655.666499004,5315.4655666499
2024-10-22 16:00:00,54236484.070332,5423.6484070332
2024-10-22 17:00:00,55386467.759916,5538.6467759916
2024-10-22 18:00:00,55820240.931667,5582.0240931667
2024-10-22 19:00:00,57507215.939917,5750.7215939917
2024-10-22 20:00:00,58814725.942917,5881.472594291699
2024-10-22 21:00:00,62297919.857917,6229.7919857917
2024-10-22 22:00:00,66714816.35525001,6671.4816355250005
2024-10-22 23:00:00,68068854.193834,6806.8854193834
2024-10-23 00:00:00,66570391.39650001,6657.039139650001
2024-10-23 01:00:00,60282003.40633301,6028.200340633301
2024-10-23 02:00:00,53109060.223833,5310.9060223833
2024-10-23 03:00:00,49845390.1975,4984.53901975
2024-10-23 04:00:00,46575969.312182,4657.596931218201
2024-10-23 05:00:00,43540830.554417,4354.0830554417
2024-10-23 06:00:00,42565027.048666,4256.5027048666
2024-10-23 07:00:00,42286571.546167,4228.6571546167
2024-10-23 08:00:00,42637707.397332996,4263.7707397333
2024-10-23 09:00:00,44226443.092584,4422.6443092583995
2024-10-23 10:00:00,49211299.769667,4921.1299769667
2024-10-23 11:00:00,54891892.157667,5489.189215766701
2024-10-23 12:00:00,57042312.241833,5704.231224183301
2024-10-23 13:00:00,54211373.3045,5421.13733045
2024-10-23 14:00:00,53162209.643834,5316.2209643834
2024-10-23 15:00:00,52797954.974333,5279.795497433301
2024-10-23 16:00:00,54279736.303665996,5427.9736303665995
2024-10-23 17:00:00,55887354.737167,5588.7354737167
2024-10-23 18:00:00,56485019.094834,5648.5019094834
2024-10-23 19:00:00,57878861.552916996,5787.8861552917
2024-10-23 20:00:00,59786110.657751,5978.6110657751005
2024-10-23 21:00:00,64161195.308273,6416.1195308273
2024-10-23 22:00:00,67776238.19516699,6777.623819516699
2024-10-23 23:00:00,69951971.19858399,6995.197119858399
2024-10-24 00:00:00,68759554.257833,6875.955425783301
2024-10-24 01:00:00,64760570.070334,6476.057007033401
2024-10-24 02:00:00,59524642.076834,5952.4642076834
2024-10-24 03:00:00,55407216.1175,5540.72161175
2024-10-24 04:00:00,51773411.586583,5177.341158658301
2024-10-24 05:00:00,49364396.775,4936.4396775
2024-10-24 06:00:00,47678540.948584,4767.8540948584
2024-10-24 07:00:00,46928800.810166,4692.8800810166
2024-10-24 08:00:00,47741686.260917,4774.1686260917
2024-10-24 09:00:00,50149679.60925,5014.967960925
2024-10-24 10:00:00,55028607.826166,5502.8607826166
2024-10-24 11:00:00,59707802.653500006,5970.78026535
2024-10-24 12:00:00,61712545.906333,6171.2545906333
2024-10-24 13:00:00,57145018.865083,5714.5018865083
2024-10-24 14:00:00,53324786.3415,5332.47863415
2024-10-24 15:00:00,51867799.096834004,5186.779909683401
2024-10-24 16:00:00,52061110.606333,5206.1110606333
2024-10-24 17:00:00,53504748.627,5350.4748627
2024-10-24 18:00:00,53448030.574333996,5344.8030574334
2024-10-24 19:00:00,54214157.100416996,5421.4157100417
2024-10-24 20:00:00,55322857.382916994,5532.285738291699
2024-10-24 21:00:00,57749601.074582,5774.960107458201
2024-10-24 22:00:00,62536052.553167,6253.6052553167
2024-10-24 23:00:00,63970333.743751,6397.0333743751
2024-10-25 00:00:00,61600922.863166,6160.0922863166
2024-10-25 01:00:00,59361705.965332,5936.1705965332
2024-10-25 02:00:00,53495591.282917,5349.5591282917
2024-10-25 03:00:00,49871930.749166995,4987.1930749166995
2024-10-25 04:00:00,48779129.069083,4877.9129069083
2024-10-25 05:00:00,46241315.498415,4624.1315498415
2024-10-25 06:00:00,45390094.053334005,4539.0094053334005
2024-10-25 07:00:00,46038551.691167,4603.8551691166995
2024-10-25 08:00:00,47288885.729667,4728.8885729667
2024-10-25 09:00:00,49040594.718582995,4904.0594718583
2024-10-25 10:00:00,54232490.868667,5423.2490868667
2024-10-25 11:00:00,59544840.94216701,5954.4840942167
2024-10-25 12:00:00,62531719.413666,6253.171941366601
2024-10-25 13:00:00,59814619.353833,5981.4619353832995
2024-10-25 14:00:00,57459640.221833,5745.9640221833
2024-10-25 15:00:00,54900296.933834,5490.0296933834
2024-10-25 16:00:00,55265170.275084,5526.517027508399
2024-10-25 17:00:00,53911276.7725,5391.1276772500005
2024-10-25 18:00:00,54466984.168833,5446.6984168833005
2024-10-25 19:00:00,55156907.787916005,5515.690778791601
